340	26
341	21
342	27
343	32
344	25
345	33
346	36
347	24
348	28
349	26
350	27
351	21
352	20
353	18
354	22
355	15
356	27
357	23
358	14
359	20
360	15
361	15
362	13
363	10
364	23
365	8
366	11
367	12
368	13
369	13
370	10
371	7
372	11
373	8
374	9
375	7
376	4
377	4
378	10
379	7
380	4
381	3
382	7
383	2
384	5
385	5
386	4
387	7
388	5
389	2
390	3
391	1
392	2
393	2
394	6
395	2
396	2
397	3
398	4
399	4
400	4
401	2
402	1
403	1
404	4
405	4
406	3
407	3
408	1
409	1
410	4
411	1
412	2
413	0
414	3
415	0
416	2
417	1
418	1
419	0
420	0
421	1
422	1
423	1
424	2
425	3
426	1
427	0
428	1
429	1
430	1
431	1
432	0
433	0
434	2
435	0
436	2
437	0
438	1
439	2
440	0
441	1
442	1
443	1
444	0
445	1
446	0
447	1
448	1
449	0
450	1
451	0
