475	1
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	1
491	0
492	0
493	0
494	0
495	1
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	1
505	0
506	2
507	1
508	1
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	1
522	0
523	0
524	1
525	0
526	0
527	0
528	0
529	1
530	0
531	0
532	1
533	0
534	0
535	1
536	0
537	1
538	0
539	0
540	0
541	1
542	3
543	1
544	0
545	1
546	4
547	0
548	1
549	0
550	1
551	3
552	0
553	1
554	0
555	0
556	1
557	0
558	0
559	0
560	1
561	0
562	0
563	1
564	0
565	1
566	0
567	1
568	0
569	0
570	1
571	0
572	1
573	0
574	0
575	1
576	0
577	1
578	0
579	0
580	0
581	0
582	0
583	1
584	1
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	1
626	0
